Product,Product type,Issuer,Product description,GICS sector,GICS industry group,GICS industry,GICS sub-industry,Region,Country
FR OTR 9Y,Bond,No Issuer,FR OTR 9Y,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,FR
FREGR 3 300132 S,Bond,FRESENIUS FIN IRELAND PL,FREGR 3 01/30/32,Financials,Financials,Financials,Financials,No Region,No Country
FRLBP 1.375 240429 S,Bond,LA BQE POSTALE,FRLBP 1 3/8 04/24/29,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,FR
FRLBP 3 090628 S,Bond,LA BQE POSTALE,FRLBP 3 06/09/28,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
FRPTT 0.0 050520,Bond,No Issuer,FRPTT EUCP 0 05/05/20,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,FR
FRPTT 1.45 301128 S,Bond,LA POSTE,FRPTT 1.45 11/30/28,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,FR
FRPTT 4.25 081121,Bond,LA POSTE,FRPTT 4 1/4 11/08/21,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,FR
FRSDEV 6.625 010533 SINK,Bond,No Issuer,345629AF6,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,North America,US
FRTR 0 250520 S,Bond,FRANCE,FRTR 0 05/25/20,Utilities,Utilities,Independent Power and Renewable Electricity Produc,Independent Power and Renewable Electricity Produc,Western Europe,FR
FRTR 0 250521 S,Bond,FRANCE,FRTR 0 05/25/21,Utilities,Utilities,Independent Power and Renewable Electricity Produc,Independent Power and Renewable Electricity Produc,Western Europe,FR
FRTR 0.25 250724 S,Bond,FRANCE,FRTR 0 1/4 07/25/24,Utilities,Utilities,Independent Power and Renewable Electricity Produc,Independent Power and Renewable Electricity Produc,Western Europe,FR
FRTR 0.25 251120 S,Bond,FRANCE,FRTR 0 1/4 11/25/20,Utilities,Utilities,Independent Power and Renewable Electricity Produc,Independent Power and Renewable Electricity Produc,Western Europe,FR
FRTR 0.5 250525 S,Bond,FRANCE,FRTR 0 1/2 05/25/25,Utilities,Utilities,Independent Power and Renewable Electricity Produc,Independent Power and Renewable Electricity Produc,Western Europe,FR
FRTR 0.5 250526 S,Bond,FRANCE,FRTR 0 1/2 05/25/26,Utilities,Utilities,Independent Power and Renewable Electricity Produc,Independent Power and Renewable Electricity Produc,Western Europe,FR
FRTR 0.5 250529 S,Bond,FRANCE,FRTR 0 1/2 05/25/29,Utilities,Utilities,Independent Power and Renewable Electricity Produc,Independent Power and Renewable Electricity Produc,Western Europe,FR
FRTR 0.5 251119 S,Bond,FRANCE,FRTR 0 1/2 11/25/19,Utilities,Utilities,Independent Power and Renewable Electricity Produc,Independent Power and Renewable Electricity Produc,Western Europe,FR
FRTR 0.75 250528 S,Bond,FRANCE,FRTR 0 3/4 05/25/28,Utilities,Utilities,Independent Power and Renewable Electricity Produc,Independent Power and Renewable Electricity Produc,Western Europe,FR
FRTR 0.75 251128 S,Bond,FRANCE,FRTR 0 3/4 11/25/28,Utilities,Utilities,Independent Power and Renewable Electricity Produc,Independent Power and Renewable Electricity Produc,Western Europe,FR
FRTR 1 250518 S,Bond,FRANCE,FRTR 1 05/25/18,Utilities,Utilities,Independent Power and Renewable Electricity Produc,Independent Power and Renewable Electricity Produc,Western Europe,FR
FRTR 1 250519 S,Bond,FRANCE,FRTR 1 05/25/19,Utilities,Utilities,Independent Power and Renewable Electricity Produc,Independent Power and Renewable Electricity Produc,Western Europe,FR
FRTR 1 251118 S,Bond,FRANCE,FRTR 1 11/25/18,Utilities,Utilities,Independent Power and Renewable Electricity Produc,Independent Power and Renewable Electricity Produc,Western Europe,FR
FRTR 1 251125 S,Bond,FRANCE,FRTR 1 11/25/25,Utilities,Utilities,Independent Power and Renewable Electricity Produc,Independent Power and Renewable Electricity Produc,Western Europe,FR
FRTR 1.25 250536 A,Bond,FRANCE,FRTR 1 1/4 05/25/36,Utilities,Utilities,Independent Power and Renewable Electricity Produc,Independent Power and Renewable Electricity Produc,Western Europe,FR
FRTR 1.5 250531 S,Bond,FRANCE,FRTR 1 1/2 05/25/31,Utilities,Utilities,Independent Power and Renewable Electricity Produc,Independent Power and Renewable Electricity Produc,Western Europe,FR
FRTR 1.75 250523 S,Bond,FRANCE,FRTR 1 3/4 05/25/23,Utilities,Utilities,Independent Power and Renewable Electricity Produc,Independent Power and Renewable Electricity Produc,Western Europe,FR
FRTR 1.75 250566 A,Bond,FRANCE,FRTR 1 3/4 05/25/66,Utilities,Utilities,Independent Power and Renewable Electricity Produc,Independent Power and Renewable Electricity Produc,Western Europe,FR
FRTR 1.75 250639 A,Bond,FRANCE,FRTR 1 3/4 06/25/39,Utilities,Utilities,Independent Power and Renewable Electricity Produc,Independent Power and Renewable Electricity Produc,Western Europe,FR
FRTR 1.75 251124 S,Bond,FRANCE,FRTR 1 3/4 11/25/24,Utilities,Utilities,Independent Power and Renewable Electricity Produc,Independent Power and Renewable Electricity Produc,Western Europe,FR
FRTR 2.1 250723 S,Bond,FRANCE,FRTR 2.1 07/25/23,Utilities,Utilities,Independent Power and Renewable Electricity Produc,Independent Power and Renewable Electricity Produc,Western Europe,FR
FRTR 2.25 250524 S,Bond,FRANCE,FRTR 2 1/4 05/25/24,Utilities,Utilities,Independent Power and Renewable Electricity Produc,Independent Power and Renewable Electricity Produc,Western Europe,FR
FRTR 2.25 251022 S,Bond,FRANCE,FRTR 2 1/4 10/25/22,Utilities,Utilities,Independent Power and Renewable Electricity Produc,Independent Power and Renewable Electricity Produc,Western Europe,FR
FRTR 3 250422 S,Bond,FRANCE,FRTR 3 04/25/22,Utilities,Utilities,Independent Power and Renewable Electricity Produc,Independent Power and Renewable Electricity Produc,Western Europe,FR
FRTR 3.25 250545 S,Bond,FRANCE,FRTR 3 1/4 05/25/45,Utilities,Utilities,Independent Power and Renewable Electricity Produc,Independent Power and Renewable Electricity Produc,Western Europe,FR
FRTR 3.25 251021 S,Bond,FRANCE,FRTR 3 1/4 10/25/21,Utilities,Utilities,Independent Power and Renewable Electricity Produc,Independent Power and Renewable Electricity Produc,Western Europe,FR
FRTR 4 250460 S,Bond,FRANCE,FRTR 4 04/25/60,Utilities,Utilities,Independent Power and Renewable Electricity Produc,Independent Power and Renewable Electricity Produc,Western Europe,FR
FRTR 4 251038 S,Bond,FRANCE,FRTR 4 10/25/38,Utilities,Utilities,Independent Power and Renewable Electricity Produc,Independent Power and Renewable Electricity Produc,Western Europe,FR
FRTR 4.25 251017 S,Bond,FRANCE,FRTR 4 1/4 10/25/17,Utilities,Utilities,Independent Power and Renewable Electricity Produc,Independent Power and Renewable Electricity Produc,Western Europe,FR
FRTR 4.25 251023 S,Bond,FRANCE,FRTR 4 1/4 10/25/23,Utilities,Utilities,Independent Power and Renewable Electricity Produc,Independent Power and Renewable Electricity Produc,Western Europe,FR
FRTR 4.75 250435 S,Bond,FRANCE,FRTR 4 3/4 04/25/35,Utilities,Utilities,Independent Power and Renewable Electricity Produc,Independent Power and Renewable Electricity Produc,Western Europe,FR
GAZPRU 7.201 010220 S SINK,Bond,No Issuer,GAZPRU 7.201 02/01/20,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,LU
GB OTR 10Y,Bond,No Issuer,GB OTR 10Y,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,GB
GB OTR 12Y,Bond,No Issuer,GB OTR 12Y,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,GB
GB OTR 15Y,Bond,No Issuer,GB OTR 15Y,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,GB
GB OTR 1M,Bond,No Issuer,GB OTR 1M,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,GB
GB OTR 1Y,Bond,No Issuer,GB OTR 1Y,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,GB
GB OTR 20Y,Bond,No Issuer,GB OTR 20Y,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,GB
GB OTR 25Y,Bond,No Issuer,GB OTR 25Y,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,GB
GB OTR 2Y,Bond,No Issuer,GB OTR 2Y,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,GB
GB OTR 30Y,Bond,No Issuer,GB OTR 30Y,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,GB
GB OTR 3M,Bond,No Issuer,GB OTR 3M,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,GB
GB OTR 3Y,Bond,No Issuer,GB OTR 3Y,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,GB
GB OTR 40Y,Bond,No Issuer,GB OTR 40Y,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,GB
GB OTR 4Y,Bond,No Issuer,GB OTR 4Y,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,GB
GB OTR 50Y,Bond,No Issuer,GB OTR 50Y,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,GB
GB OTR 5Y,Bond,No Issuer,GB OTR 5Y,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,GB
GB OTR 6M,Bond,No Issuer,GB OTR 6M,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,GB
GB OTR 6Y,Bond,No Issuer,GB OTR 6Y,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,GB
GB OTR 7Y,Bond,No Issuer,GB OTR 7Y,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,GB
GB OTR 8Y,Bond,No Issuer,GB OTR 8Y,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,GB
GB OTR 9Y,Bond,No Issuer,GB OTR 9Y,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,GB
GE 1.875 280527,Bond,GEN ELEC CO,GE 1 7/8 05/28/27,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
GEDISC 2.875 070529 S,Bond,EANDIS SYSTEM OPERATOR C,GEDISC 2 7/8 05/07/29,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
GFCFP 1 300129 S,Bond,GECINA,GFCFP 1 01/30/29,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
GS 3 120231 S,Bond,GOLDMAN SACHS GP INC,GS 3 02/12/31,Utilities,Utilities,Utilities,Utilities,No Region,No Country
GSK 1.25 210526 S,Bond,Glaxosmithkline Plc,GSK 1 1/4 05/21/26,Health Care,Health Care,Health Care,Health Care,Western Europe,GB
GUNMA 0.42 100920,Bond,No Issuer,GUNMA YCD 0.420 09/10/20,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,North America,US
HELNSW VAR 290947 S,Bond,No Issuer,HELNSW 3 3/8 09/29/47,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
HERIM 0.875 050727 S,Bond,HERA SPA,HERIM 0 7/8 07/05/27,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,IT
HERIM 5.2 290128 S,Bond,HERA SPA,HERIM 5.2 01/29/28,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
HON 2.25 220228,Bond,HONEYWELL INTL INC,HON 2 1/4 02/22/28,Financials,Financials,Financials,Financials,No Region,No Country
HSBC 0.1 030927 S,Bond,HSBC France,HSBC 0.1 09/03/27,Financials,Financials,Financials,Financials,Western Europe,FR
HSBC 0.2 040921 S,Bond,HSBC France,HSBC 0.2 09/04/21,Financials,Financials,Financials,Financials,Western Europe,FR
HSBC 1.625 031218 S,Bond,HSBC France,HSBC 1 5/8 12/03/18,Financials,Financials,Financials,Financials,Western Europe,FR
HSBC 3.125 070628,Bond,HSBC HLDGS PLC,HSBC 3 1/8 06/07/28,Utilities,Utilities,Utilities,Utilities,No Region,No Country
HSBCFR 0.0 270720,Bond,No Issuer,HSBCFR EUCP 0 07/27/20,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,FR
HTHROW 1.5 110230 S,Bond,HEATHROW FDG LTD,HTHROW 1 1/2 02/11/30,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
IBESM 0.875 160625 S,Bond,IBERDROLA FINANZAS SAU,IBESM 0 7/8 06/16/25,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,ES
IBESM 1 070324 S,Bond,IBERDROLA FINANZAS SAU,IBESM 1 03/07/24,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,ES
IBESM 1 070325 S,Bond,IBERDROLA FINANZAS SAU,IBESM 1 03/07/25,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,ES
IBESM 1.25 281026 S,Bond,IBERDROLA FINANZAS SAU,IBESM 1 1/4 10/28/26,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,ES
IBESM VAR 090270 S,Bond,IBERDROLA INTL BV,IBESM 1.45 PERP,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,NL
IBESM VAR 120270 S,Bond,IBERDROLA INTL BV,IBESM 3 1/4 PERP,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,NL
IBESM VAR 220569 S,Bond,IBERDROLA INTL BV,IBESM 1 7/8 PERP,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,NL
IBESM VAR 260370 S,Bond,IBERDROLA INTL BV,IBESM 2 5/8 PERP,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,NL
IBM 1.75 070328,Bond,INTL BUSINESS MACHS CORP,IBM 1 3/4 03/07/28,Industrials,Industrials,Industrials,Industrials,No Region,No Country
IBRD 2.9 261125,Bond,INTL BK FOR RECON & DEV,IBRD 2.9 11/26/25,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,UNKNOWN_REGION,SNAT
ICADFP 1.5 130927 S,Bond,ICADE,ICADFP 1 1/2 09/13/27,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,FR
ICBCLU 0.0 090720,Bond,No Issuer,ICBCLU ECD 0 07/09/20,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,LU
ICBNYK 0.52 180820,Bond,No Issuer,ICBNYK YCD 0.520 08/18/20,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,North America,US
IFC 1.25 151223,Bond,INTL FIN CORP,IFC 1 1/4 12/15/23,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,UNKNOWN_REGION,SNAT
IFC 7.02 060428,Bond,No Issuer,IFC 7.02 04/06/28,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
INTNED 0.375 261121 S,Bond,ING BK N V,INTNED 0 3/8 11/26/21,Financials,Banks,Banks,Banks,Western Europe,NL
INTNED 2 200928 S,Bond,ING GROEP NV,INTNED 2 09/20/28,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,NL
INTNED 2.5 151130 S,Bond,ING GROEP NV,INTNED 2 1/2 11/15/30,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,NL
IREIM 0.875 141029 S,Bond,IREN SPA,IREIM 0 7/8 10/14/29,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,IT
IREIM 1.5 241027 S,Bond,IREN SPA,IREIM 1 1/2 10/24/27,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,IT
IRI 8.25% 8/15,Bond,IRELAND,Ireland -- 8.25% 1994-18.8.15,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,IE
IRISH 0.9 150528 S,Bond,REP IRLND,IRISH 0.9 05/15/28,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,IE
IRISH 1 150526 S,Bond,REP IRLND,IRISH 1 05/15/26,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,IE
IRISH 1.1 150529 S,Bond,REP IRLND,IRISH 1.1 05/15/29,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,IE
IRISH 1.35 180331 S,Bond,REP IRLND,IRISH 1.35 03/18/31,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,IE
IRISH 1.7 150537 S,Bond,REP IRLND,IRISH 1.7 05/15/37,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,IE
ISPIM 0.875 270622 S,Bond,INTESA SANPAOLO SPA,ISPIM 0 7/8 06/27/22,Financials,Financials,Financials,Financials,Western Europe,IT
ISPIM 1.5 100424 S,Bond,INTESA SANPAOLO SPA,ISPIM 1 1/2 04/10/24,Financials,Financials,Financials,Financials,Western Europe,IT
IT OTR 10Y,Bond,No Issuer,IT OTR 10Y,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,IT
IT OTR 15Y,Bond,No Issuer,IT OTR 15Y,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,IT
IT OTR 1Y,Bond,No Issuer,IT OTR 1Y,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,IT
IT OTR 20Y,Bond,No Issuer,IT OTR 20Y,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,IT
IT OTR 25Y,Bond,No Issuer,IT OTR 25Y,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,IT
IT OTR 2Y,Bond,No Issuer,IT OTR 2Y,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,IT
IT OTR 30Y,Bond,No Issuer,IT OTR 30Y,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,IT
IT OTR 3M,Bond,No Issuer,IT OTR 3M,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,IT
IT OTR 3Y,Bond,No Issuer,IT OTR 3Y,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,IT
IT OTR 4Y,Bond,No Issuer,IT OTR 4Y,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,IT
IT OTR 50Y,Bond,No Issuer,IT OTR 50Y,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,IT
IT OTR 5Y,Bond,No Issuer,IT OTR 5Y,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,IT
IT OTR 6M,Bond,No Issuer,IT OTR 6M,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,IT
IT OTR 6Y,Bond,No Issuer,IT OTR 6Y,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,IT
IT OTR 7Y,Bond,No Issuer,IT OTR 7Y,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,IT
IT OTR 8Y,Bond,No Issuer,IT OTR 8Y,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,IT
IT OTR 9Y,Bond,No Issuer,IT OTR 9Y,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,IT
ITW 2.125 220530,Bond,IL TOOL WKS INC,ITW 2 1/8 05/22/30,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
JCI 1.75 150930,Bond,JOHNSON CONTROLS/TYCO FI,JCI 1 3/4 09/15/30,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,IE
JFM 0.01 020228 S,Bond,JAPAN FIN ORGANIZATION FOR MUNICIPA,JFM 0.01 02/02/28,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Japan,JP
JGB 0.9% 3/14,Bond,JAPAN,Japan 0.9% 2009-20.3.14 No.82,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Japan,JP
JNJ 1.15 201128,Bond,JOHNSON & JOHNSON,JNJ 1.15 11/20/28,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
JP OTR 10Y,Bond,No Issuer,JP OTR 10Y,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Japan,JP
JP OTR 15Y,Bond,No Issuer,JP OTR 15Y,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Japan,JP
JP OTR 1M,Bond,No Issuer,JP OTR 1M,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Japan,JP
JP OTR 1Y,Bond,No Issuer,JP OTR 1Y,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Japan,JP
JP OTR 20Y,Bond,No Issuer,JP OTR 20Y,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Japan,JP
JP OTR 2Y,Bond,No Issuer,JP OTR 2Y,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Japan,JP
JP OTR 30Y,Bond,No Issuer,JP OTR 30Y,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Japan,JP
JP OTR 3M,Bond,No Issuer,JP OTR 3M,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Japan,JP
JP OTR 3Y,Bond,No Issuer,JP OTR 3Y,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Japan,JP
JP OTR 4OY,Bond,No Issuer,JP OTR 4OY,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Japan,JP
